event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI7958,2023-01-06,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Military Forces of Mali (2021-),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,1,Undisclosed Source,Local partner-Other,"On 6 January 2023, JNIM militants abducted a FAMa informant in the village of Baye (Bankass, Mopti). The militants cut off both hands of the victim.",0,,1673311012
MLI7959,2023-01-06,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,12,,466,Western Africa,Mali,Mopti,Douentza,Dallah,Toula,14.8561,-2.6439,2,Twitter; Undisclosed Source,Local partner-Other,"On 6 January 2023, the Malian air force conducted an airstrike against Katiba Macina (JNIM) militants in the area of Toula (Douentza, Mopti). Several militants were killed. Unknown fatalities coded as 3.",3,,1673311012
MLI7960,2023-01-06,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Segou,Tominian,Lanfiala,Tiouga,13.5547,-4.1183,1,Undisclosed Source,Local partner-Other,"On 6 January 2023, a cart hit an IED likely planted by JNIM militants in the village of Tiouga (Tominian, Segou). A woman and a child were killed and two women wounded.",2,,1673311012
MLI7961,2023-01-06,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Civilian targeting,466,Western Africa,Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,1,Undisclosed Source,Local partner-Other,"On 6 January 2023, an unidentified armed group shot and killed a motorcyclist and seized his motorcycle in the town of Lere (Niafunke, Tombouctou).",1,,1673311013
NIR15281,2023-01-06,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Niger),,7,27,,562,Western Africa,Niger,Tahoua,Tillia,Tillia,Inkotayan,16.2892,4.3188,2,Undisclosed Source,Local partner-Other,"Looting: On 6 January 2023, presumed IS Sahel militants seized several herds of livestock between Inkotayan and Egareck (Tillia, Tahoua).",0,,1673311013
SEN1632,2023-01-06,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Senegal),,3,Civilians (Senegal),Students (Senegal),7,37,Civilian targeting,686,Western Africa,Senegal,Ziguinchor,Ziguinchor,Niaguis,Ziguinchor,12.5833,-16.2666,1,Le Quotidien (Senegal),National,"On 6 January 2023, overnight, an unidentified armed group, composed of 2 men on motorcycles, beat the president of the students' association of Ziguinchor in Ziguinchor (Niaguis, Ziguinchor). He had organized several demonstrations to demand subsidies from the authorities.",0,,1673311013
MLI7974,2023-01-06,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),,6,,,0,60,,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Twitter,New media,"On 6 January 2023, a number of residents demonstrated against insecurity in the city of Gao (Gao, Gao).",0,crowd size=no report,1673899226
MLI7993,2023-01-06,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Police Forces of Mali (2021-) Gendarmerie,,1,13,,466,Western Africa,Mali,Segou,Bla,Yangasso,Yangasso,13.0696,-5.3227,1,Undisclosed Source,Local partner-Other,"On 6 January 2023, an unidentified armed group fired gunshots at a gendarmerie post in Yangasso (Bla, Segou). Personnel stationed at the post returned fire before retreating from the position. The exchange of fire coincided with an armed robbery on the RN6. Several people were stopped and stripped of their belongings. No casualties were reported.",0,,1673899226
NIG29482,2023-01-06,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Women (Nigeria),7,37,Civilian targeting,566,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,12.0,8.5167,1,Nigeria Punch,National,"On 6 January 2023, an unidentified armed group abducted a girl in Kano (Kano Municipal, Kano) and demanded a ransom of two million naira for her release. The police arrested three teenagers of 19 years old as suspects of abduction.",0,women targeted: girls,1673899226
NIG29534,2023-01-06,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),INEC: Independent National Electoral Commission,7,37,Civilian targeting,566,Western Africa,Nigeria,Edo,Ikpoba Okha,,Idogbo,6.2667,5.7167,2,Daily Trust (Nigeria),National,"On 6 January 2023, an unidentified armed group attacked INEC PVC collection centres in Ikpoba Okha LG, coded to Idogbo (Ikpoba Okha, Edo). The attack disrupted the distribution of permanent Voters Cards (PVC) on Friday and Saturday (coded separately). Ward 01 at Iwogban/Uteh, Ward 05 at St. Saviour's School, Ward 07 at Ugbekun, Ward 06 at Maria Goretti College, RA 09 at Obanyator with Army Children's School and Ogheghe health centre were all affected.",0,,1673899227
NIR15291,2023-01-06,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa),,2,Civilians (Niger),,7,27,,562,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Ari Djoulari,13.144,12.2383,2,Undisclosed Source,Local partner-Other,"Looting: On 6 January 2023, Boko Haram militants (presumably ISWAP) extorted 'zakat' taxes on livestock in villages surrounding Ari Djoulari (Maine Soroa, Diffa).",0,,1673899227
NIR15297,2023-01-06,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,,562,Western Africa,Niger,Zinder,Mirriah,Mirriah,Zinder,13.65,9.1833,2,Undisclosed Source,Local partner-Other,"Looting: On 6 January 2023, an unidentified armed group intercepted a transport vehicle and seized cash and cell phones from the occupants about 30km from Zinder (Mirriah, Zinder). Two assailants were arrested.",0,,1673899227
BFO8908,2023-01-06,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,VDP: Volunteer for Defense of Homeland,Military Forces of Burkina Faso (2022-),4,Civilians (Burkina Faso),Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso),7,47,Civilian targeting,854,Western Africa,Burkina Faso,Boucle du Mouhoun,Banwa,Solenzo,Dissankuy,12.1961,-4.0344,1,ODH (Burkina Faso),Other,"On 6 January 2023, volunteer fighters (VDP) and soldiers abducted four Fulani men from the same family in the village of Dissankuy (Solenzo, Banwa). The corpses were found on 18 January (coded separately).",0,,1674503638
NIG29609,2023-01-06,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,,566,Western Africa,Nigeria,Plateau,Jos South,,Riyom,9.6333,8.7667,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 6 January 2023, an unidentified armed group clashed with the police at the residence of the Plateau State House of Assembly's speaker in the Federal Low-Cost Housing, coded to Riyom (Jos South, Plateau). The gunfight erupted when the armed group attempted to abduct the speaker. No casualty reported.",0,,1674503639
NIG29637,2023-01-06,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Kebbi Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,,566,Western Africa,Nigeria,Kebbi,Danko,,Wasagu,11.3764,5.7954,2,"Risk and Strategic Management, Corporation",Local partner-International,"Looting: On 6 January 2023, Kebbi communal militia attacked and rustled an unspecified number of cattle in Maza-Maza and Zango communities in Wasagu/Danko LGA coded to Wasagu (Danko, Kebbi).",0,,1674503639
NIG29641,2023-01-06,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Civilian targeting,566,Western Africa,Nigeria,Adamawa,Fufore,,Fufore,9.2167,12.65,2,"Risk and Strategic Management, Corporation",Local partner-International,"On 6 January 2023, an unidentified armed group shot and killed a man in Chigari, Fufore (Fufore, Adamawa), when resisting abduction. A five-member armed group attempted to abduct the man but later shot him when he resisted. 1 fatality reported.",1,,1674503639
BEN875,2023-01-06,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Benin),,3,Civilians (Benin),Teachers (Benin),7,37,Civilian targeting,204,Western Africa,Benin,Alibori,Segbana,,Liboussou,10.9186,3.4875,2,Undisclosed Source,Local partner-Other,"On 6 January 2023, an unidentified armed group attacked civilians near Liboussou (Segbana, Alibori) during the election period. 1 civilian was killed. The civilian was a teacher at CEG Wara and an activist of the Democratic Party. He was returning from a political meeting.",1,,1675102875
BEN877,2023-01-06,2023,1,Strategic developments,Strategic developments,Change to group/activity,Unidentified Armed Group (Benin),,3,,,0,30,,204,Western Africa,Benin,Atacora,Materi,,Porga,11.001,0.9908,2,Undisclosed Source,Local partner-Other,"Movement of forces: On 6 January 2023, a larger number of an unidentified armed group were seen moving near Porga (Materi, Atacora) this led to the reinforcement patrols of the Beninese security forces in the area.",0,,1675102875
BFO8942,2023-01-05,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Boucle du Mouhoun,Nayala,Gassan,Gassan,12.8166,-3.2,1,Facebook,New media,"On 5 January 2023, suspected JNIM militants killed one person in Gassan (Gassan, Nayala).",1,,1673311012
BFO8943,2023-01-05,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Boucle du Mouhoun,Nayala,Gassan,Soroni,12.7119,-3.2038,1,Facebook,New media,"On 5 January 2023, suspected JNIM militants killed two persons in Soro [Soroni] (Gassan, Nayala).",2,,1673311012
BFO8944,2023-01-05,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Centre-Ouest,Ziro,Bougnounou,Bougnounou,11.8035,-1.9944,1,Facebook; MinuteBf; Undisclosed Source,Local partner-Other,"On 5 January 2023, presumed JNIM militants attacked volunteer fighters (VDP) (assumed off-duty) during a training session at the mayor's office in the village of Bougnounou (Bougnounou, Ziro). Two VDP and another person were killed, two others were wounded, and four motorcycles burned.",3,,1673311012
BFO8946,2023-01-05,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Nord,Zondoma,Leba,Masbore,13.3422,-2.43,1,Facebook,New media,"On 5 January 2023, presumed JNIM militants abducted two people in the village of Masbore (Leba, Zondoma).",0,,1673311012
LBR1692,2023-01-05,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Liberia (2018-),,1,Unidentified Armed Group (Liberia),,3,13,,430,Western Africa,Liberia,Montserrado,Saint Paul River,Mango,Brewersville,6.4226,-10.7849,1,GNN Liberia; Liberian Observer; New Dawn,National,"Weapons seizure: On 5 January 2023, Liberian security forces seized weapons and ammunition from a private residence in Brewersville (Mango, Saint Paul River, Montserrado). The weapons most of the weapons were assault rifles and were from the same Source from the United States as the weapons seized from port-Freeport Monrovia (coded as a separate event).",0,,1673311012
LBR1693,2023-01-05,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Liberia (2018-),,1,Unidentified Armed Group (Liberia),,3,13,,430,Western Africa,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31,-10.8,1,GNN Liberia; Liberian Observer; New Dawn,National,"Weapons seizure: On 5 January 2023, Liberian security forces seized weapons and ammunition from port-Freeport Monrovia (Monrovia, Greater Monrovia, Montserrado). The shipment was made one source from the United States and most of the weapons were assault rifles.",0,,1673311012
MLI7938,2023-01-05,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),N'Djibala Communal Group (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Kolongo,N'Djibala,13.9606,-5.6949,1,Undisclosed Source,Local partner-Other,"On 5 January 2023, FAMA and Wagner forces killed an elderly man, arrested the village chief, and burned about twenty motorcycles in the village of N'Djibala (Macina, Segou).",1,,1673311012
MLI7952,2023-01-05,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Dawsahak Ethnic Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Anderamboukane,Anderamboukane,Assakareye,15.7667,2.9258,2,Undisclosed Source,Local partner-Other,"On 5 January 2023, IS Sahel militants intercepted a transport vehicle and killed five people from the Dawsahak community in the valley of Assakareye (Anderamboukane, Menaka).",5,,1673311012
MLI7953,2023-01-05,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Menaka,Menaka,Inagam,16.1497,2.5926,1,Undisclosed Source,Local partner-Other,"On 5 January 2023, IS Sahel militants attacked the village of Inagam (Menaka, Menaka). Three people were killed, a transport worker abducted, and livestock seized.",3,,1673311012
MLI7954,2023-01-05,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Inekar,Inekar,Tassouwate,15.9636,3.4651,2,Undisclosed Source,Local partner-Other,"On 5 January 2023, IS Sahel militants shot and wounded a man north of Tassouwate (Inekar, Menaka).",0,,1673311012
MLI7957,2023-01-05,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Diabaly,Diambe,14.6162,-5.8984,1,Undisclosed Source,Local partner-Other,"On 5 January 2023, Donso militiamen hit an IED likely planted by JNIM militants near a bridge detonated the night before in the village of Diambe (Niono, Segou). Eight militiamen were killed and five severely wounded.",8,,1673311012
NIG29373,2023-01-05,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),Government of Nigeria (2015-),3,Civilians (Nigeria),Labor Group (Nigeria),7,37,Civilian targeting,566,Western Africa,Nigeria,Cross River,Calabar South,,Anantigha,4.9219,8.3222,2,Sun (Nigeria),National,"On 5 January 2023, an unidentified armed group beat up some traders and forcefully evicted them from their shops in Watt market shopping complex, coded to Anantigha (Calabar South, Cross River). The victims included the vice chairman of Watt market petty traders association, some sources report that the assailants were sent by local council chairman of Calabar South.",0,,1673311013
